,device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,type
timestep_1,766062902,534634752943,"(0.665562629699707, -0.198532834649086)","(31.236452102661133, 140.92391967773438, 40.65035629272461)",1,5.978424072265625,1,"(-50.78849792480469, 7.955296993255615, 537.8333740234375)","(0.6309929490089417, 0.478575199842453, 0.21182304620742798)",1,"(0.6051929593086243, -0.21282479166984558)","(19.846593856811523, 142.507568359375, 41.22675704956055)",1,5.6101226806640625,1,"(12.002657890319824, 10.646194458007812, 534.920166015625)","(0.46923965215682983, 0.47107937932014465, 0.20086391270160675)",1,cat
timestep_2,766579595,534635269427,"(0.12147531658411026, 0.5905187726020813)","(-71.41570281982422, 53.49184036254883, 8.8276948928833)",1,5.28619384765625,1,"(-52.017250061035156, 5.248264312744141, 538.4522705078125)","(0.6339501738548279, 0.4853840172290802, 0.21322831511497498)",1,"(-0.04667077586054802, 0.5780980587005615)","(-103.13958740234375, 54.8681526184082, 9.328609466552734)",1,5.0903167724609375,1,"(10.243249893188477, 7.980157375335693, 535.29150390625)","(0.47380080819129944, 0.4778168797492981, 0.2013799250125885)",1,cat
timestep_3,767079618,534635769356,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(0.31724825501441956, 0.8747669458389282)","(-34.47951126098633, 21.995309829711914, -2.636137008666992)",1,5.0020751953125,1,"(11.908157348632812, 7.073824882507324, 538.7238159179688)","(0.4697060286998749, 0.4803559482097626, 0.20884399116039276)",1,cat
timestep_4,767579640,534636269494,"(0.9610720276832581, 0.6504297256469727)","(86.98977661132812, 46.853328704833984, 6.411445140838623)",1,4.825927734375,1,"(-48.61162567138672, 4.995645046234131, 541.15771484375)","(0.6245021224021912, 0.48617684841156006, 0.21838869154453278)",1,"(0.8369437456130981, 0.7487080097198486)","(63.570682525634766, 35.96345901489258, 2.4478557109832764)",1,4.433197021484375,1,"(13.934122085571289, 7.544972896575928, 539.087158203125)","(0.46452760696411133, 0.47919586300849915, 0.2097707986831665)",1,cat
timestep_5,768096330,534636786112,"(1.0856517553329468, -0.3290221393108368)","(110.49405670166016, 155.38296508789062, 45.913063049316406)",1,5.1254730224609375,1,"(-46.847503662109375, 6.257861137390137, 541.9927978515625)","(0.61980140209198, 0.48309525847435, 0.21994470059871674)",1,"(1.1233196258544922, -0.2534686028957367)","(117.60079956054688, 147.0111541748047, 42.86594772338867)",1,4.701690673828125,1,"(16.02532386779785, 8.551051139831543, 539.8304443359375)","(0.45922794938087463, 0.47673824429512024, 0.2115839421749115)",1,cat
timestep_6,768596347,534637285999,"(0.7795677781105042, -0.5121228694915771)","(52.74563217163086, 175.6717529296875, 53.29752731323242)",1,5.20257568359375,1,"(-47.47492980957031, 6.558476448059082, 541.3214721679688)","(0.6215728521347046, 0.4823041260242462, 0.21862833201885223)",1,"(0.8622931838035583, -0.5022602677345276)","(68.35332489013672, 174.5789031982422, 52.89976119995117)",1,4.78033447265625,1,"(16.08895492553711, 8.604204177856445, 540.0972290039062)","(0.45908868312835693, 0.4766288697719574, 0.21217146515846252)",1,cat
timestep_7,769096371,534637786205,"(0.32981327176094055, -0.2512536644935608)","(-32.10888671875, 146.76573181152344, 42.77657699584961)",1,5.1285858154296875,1,"(-49.54689025878906, 6.077012538909912, 541.1678466796875)","(0.6268887519836426, 0.48350265622138977, 0.21866056323051453)",1,"(0.41103947162628174, -0.28159570693969727)","(-16.784055709838867, 150.12783813476562, 44.00028991699219)",1,4.9178314208984375,1,"(14.294848442077637, 8.281131744384766, 538.8632202148438)","(0.46358922123908997, 0.4773399829864502, 0.209358811378479)",1,cat
timestep_8,769621394,534638311189,"(0.12714098393917084, -0.10085903108119965)","(-70.34677124023438, 130.10104370117188, 36.711116790771484)",1,5.26519775390625,1,"(-49.60210418701172, 5.441361904144287, 541.8196411132812)","(0.6268494129180908, 0.48512640595436096, 0.22004102170467377)",1,"(0.19342516362667084, -0.12836283445358276)","(-57.84103012084961, 133.14862060546875, 37.82039260864258)",1,5.1009521484375,1,"(14.120938301086426, 7.60106086730957, 538.9192504882812)","(0.4640350043773651, 0.4790407121181488, 0.20942051708698273)",1,cat
timestep_9,770121418,534638811199,"(0.14290021359920502, 0.07297603785991669)","(-67.37350463867188, 110.83898162841797, 29.70029640197754)",1,5.189453125,1,"(-49.479278564453125, 5.054373741149902, 541.2704467773438)","(0.6266825795173645, 0.48604583740234375, 0.218804270029068)",1,"(0.18355341255664825, 0.03164498880505562)","(-59.70351791381836, 115.41871643066406, 31.367219924926758)",1,4.96331787109375,1,"(14.135021209716797, 7.315023422241211, 538.6693725585938)","(0.46397697925567627, 0.47973284125328064, 0.2088581919670105)",1,cat
timestep_10,770121418,534638811199,"(0.14290021359920502, 0.07297603785991669)","(-67.37350463867188, 110.83898162841797, 29.70029640197754)",1,5.189453125,1,"(-49.479278564453125, 5.054373741149902, 541.2704467773438)","(0.6266825795173645, 0.48604583740234375, 0.218804270029068)",1,"(0.18355341255664825, 0.03164498880505562)","(-59.70351791381836, 115.41871643066406, 31.367219924926758)",1,4.96331787109375,1,"(14.135021209716797, 7.315023422241211, 538.6693725585938)","(0.46397697925567627, 0.47973284125328064, 0.2088581919670105)",1,cat
timestep_11,771129797,534639819510,"(0.36453089118003845, 0.5319378972053528)","(-25.558759689331055, 59.983009338378906, 11.190225601196289)",1,5.3129730224609375,1,"(-49.265830993652344, 3.6141228675842285, 540.0068359375)","(0.6264705657958984, 0.48953568935394287, 0.21594305336475372)",1,"(0.35738497972488403, 0.5198014974594116)","(-26.906972885131836, 61.327781677246094, 11.679756164550781)",1,4.9929656982421875,1,"(14.30350399017334, 5.931181907653809, 537.2291870117188)","(0.4634183943271637, 0.48307204246520996, 0.20564469695091248)",1,cat
