,device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,type
timestep_1,806814719,534675504399,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(-0.14243188500404358, 0.8536832332611084)","(-121.20669555664062, 24.331512451171875, -1.7858164310455322)",1,5.4874114990234375,1,"(29.879695892333984, -11.83237075805664, 586.14599609375)","(0.4304406940937042, 0.5271162390708923, 0.31267303228378296)",1,cat
timestep_2,807314748,534676004347,"(-0.15202727913856506, 0.3474659025669098)","(-123.01704406738281, 80.42371368408203, 18.630023956298828)",1,5.2075347900390625,1,"(-33.33932876586914, -12.15721321105957, 585.6734008789062)","(0.578029453754425, 0.5283204317092896, 0.3120492696762085)",1,"(-0.2847432792186737, 0.2303856611251831)","(-148.05636596679688, 93.39695739746094, 23.351943969726562)",1,5.177093505859375,1,"(29.00092887878418, -11.05626106262207, 585.599609375)","(0.43242472410202026, 0.5253433585166931, 0.31138941645622253)",1,cat
timestep_3,807831438,534676521041,"(-0.12745629251003265, -0.6074234843254089)","(-118.38126373291016, 186.231689453125, 57.14102554321289)",1,5.459991455078125,1,"(-31.76395606994629, -11.399560928344727, 586.190673828125)","(0.5742846131324768, 0.5265674591064453, 0.31298086047172546)",1,"(-0.11315925419330597, -0.5851424932479858)","(-115.68386840820312, 183.7628173828125, 56.24240493774414)",1,5.220184326171875,1,"(31.25530433654785, -10.396805763244629, 585.265380859375)","(0.42711785435676575, 0.5238130688667297, 0.31091228127479553)",1,cat
timestep_4,807831438,534676521041,"(-0.12745629251003265, -0.6074234843254089)","(-118.38126373291016, 186.231689453125, 57.14102554321289)",1,5.459991455078125,1,"(-31.76395606994629, -11.399560928344727, 586.190673828125)","(0.5742846131324768, 0.5265674591064453, 0.31298086047172546)",1,"(-0.11315925419330597, -0.5851424932479858)","(-115.68386840820312, 183.7628173828125, 56.24240493774414)",1,5.220184326171875,1,"(31.25530433654785, -10.396805763244629, 585.265380859375)","(0.42711785435676575, 0.5238130688667297, 0.31091228127479553)",1,cat
timestep_5,808848137,534677537734,"(0.9075922966003418, -0.022615456953644753)","(76.89983367919922, 121.43113708496094, 33.55552291870117)",1,5.4041748046875,1,"(-27.93231201171875, -12.874858856201172, 583.4645385742188)","(0.5656929612159729, 0.5299490094184875, 0.30665111541748047)",1,"(0.7717100381851196, -0.038498539477586746)","(51.26314163208008, 123.19108581542969, 34.19609451293945)",1,4.98583984375,1,"(34.95160675048828, -12.151069641113281, 583.9847412109375)","(0.41826313734054565, 0.5278224349021912, 0.3085861802101135)",1,cat
timestep_6,809331495,534678021111,"(0.6530976891517639, -0.1016136184334755)","(28.88472557067871, 130.1846466064453, 36.741554260253906)",1,5.2560272216796875,1,"(-28.65984535217285, -12.725666999816895, 582.83203125)","(0.5674823522567749, 0.5296158194541931, 0.305352121591568)",1,"(0.6305460929870605, -0.1542893499135971)","(24.629941940307617, 136.02146911621094, 38.86597442626953)",1,4.900360107421875,1,"(34.698951721191406, -11.992088317871094, 583.4884643554688)","(0.4187770187854767, 0.5274607539176941, 0.3074760138988495)",1,cat
timestep_7,809856519,534678546095,"(0.907447099685669, 0.8498234748840332)","(76.8724365234375, 24.759220123291016, -1.6301921606063843)",1,5.3133087158203125,1,"(-25.827743530273438, -14.695178031921387, 583.0344848632812)","(0.5607995986938477, 0.5341362357139587, 0.30553072690963745)",1,"(0.7607367634773254, 0.8596346974372864)","(49.19282150268555, 23.672054290771484, -2.025848865509033)",1,4.872100830078125,1,"(36.246726989746094, -14.36017894744873, 584.2619018554688)","(0.4152582287788391, 0.5328932404518127, 0.30937886238098145)",1,cat
timestep_8,810356542,534679046145,"(0.41173282265663147, 0.6754648685455322)","(-16.653244018554688, 44.079280853271484, 5.401741981506348)",1,5.03692626953125,1,"(-28.267227172851562, -14.340601921081543, 582.652099609375)","(0.5665743350982666, 0.5333418846130371, 0.30493801832199097)",1,"(0.30250367522239685, 0.6008932590484619)","(-37.2613525390625, 52.3422966003418, 8.409255027770996)",1,4.6898193359375,1,"(34.409507751464844, -13.83517837524414, 583.7196044921875)","(0.41947710514068604, 0.5317054390907288, 0.30795687437057495)",1,cat
timestep_9,810873240,534679562842,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(-0.2780967950820923, 0.7439025044441223)","(-146.80238342285156, 36.495941162109375, 2.6416287422180176)",1,4.6087646484375,1,"(33.089595794677734, -14.272797584533691, 584.561767578125)","(0.4226943552494049, 0.5327109694480896, 0.3096266984939575)",1,cat
timestep_10,810873240,534679562842,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(-0.2780967950820923, 0.7439025044441223)","(-146.80238342285156, 36.495941162109375, 2.6416287422180176)",1,4.6087646484375,1,"(33.089595794677734, -14.272797584533691, 584.561767578125)","(0.4226943552494049, 0.5327109694480896, 0.3096266984939575)",1,cat
