,device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,type
timestep_1,222471951,534091164701,"(0.3076634109020233, 0.3734128475189209)","(-36.287872314453125, 77.54861450195312, 17.583599090576172)",1,5.819122314453125,1,"(-63.37654495239258, -23.481239318847656, 586.3153686523438)","(0.6477174162864685, 0.5545270442962646, 0.3190460205078125)",1,"(0.22520895302295685, 0.3495020568370819)","(-51.844425201416016, 80.19808959960938, 18.54791831970215)",1,5.639801025390625,1,"(-0.15468427538871765, -21.010330200195312, 584.6128540039062)","(0.5004792809486389, 0.5484467148780823, 0.30790287256240845)",1,cat
timestep_2,223005310,534091697925,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,cat
timestep_3,223005310,534091697925,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,cat
timestep_4,224022021,534092714659,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,cat
timestep_5,224530380,534093223019,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,cat
timestep_6,225022063,534093714696,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,cat
timestep_7,225538752,534094231373,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,cat
timestep_8,226047111,534094739719,"(1.7985179424285889, -0.24586358666419983)","(244.98948669433594, 146.16848754882812, 42.55918502807617)",1,5.235595703125,1,"(-55.5483283996582, -24.619630813598633, 592.6480712890625)","(0.6279595494270325, 0.556738018989563, 0.33110880851745605)",1,"(1.715704083442688, -0.25444501638412476)","(229.36514282226562, 147.119384765625, 42.9052619934082)",1,4.9944915771484375,1,"(5.936957836151123, -23.242467880249023, 596.9005737304688)","(0.48652538657188416, 0.5529471039772034, 0.334767609834671)",1,cat
timestep_9,226563800,534095256409,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,cat
timestep_10,227072152,534095764781,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,cat
timestep_11,227580514,534096273140,"(0.7241283655166626, 1.282194972038269)","(42.28596878051758, -23.15035057067871, -19.06787109375)",1,5.4167327880859375,1,"(-59.807125091552734, -27.276302337646484, 590.244140625)","(0.6383557915687561, 0.5629599690437317, 0.32694461941719055)",1,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,cat
timestep_12,228080536,534096773127,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,cat
